,Giving,Internet usage,God,Loss of interest,Unpopularity,Writing notes,Self-criticism,Finding lost valuables,Dreams,Workaholism,Energy levels,Parents' advice,Small - big dogs,Interests or hobbies,Lying,Borrowed stuff,Personality,Mood swings,Punctuality,Friends versus money,Decision making,Responding to a serious letter,Judgment calls,Reliability,Socializing,Achievements,Happiness in life,Changing the past,Daily events,New environment,Assertiveness,Elections,Hypochondria,Children,Compassion to animals,Loneliness,Fake,Empathy,Smoking,Alcohol,Healthy eating,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets
371,4.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,5.0,2.0,4.0,4.0,1.0,2.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,2.0,5.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,5.0,5.0,1.0,4.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,4.0,2.0,5.0,3.0,1.0,5.0,3.0,3.0,4.0,5.0,1.0,3.0
372,4.0,2.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,1.0,3.0,5.0,2.0,1.0,4.0,1.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,2.0,5.0,2.0,2.0,5.0,3.0,5.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,5.0,1.0,4.0,2.0,1.0,4.0,4.0,5.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,3.0,1.0,4.0,4.0,1.0,2.0,4.0,3.0,5.0,5.0,2.0,2.0
373,2.0,2.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,1.0,5.0,5.0,4.0,2.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,2.0,2.0,1.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,4.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,1.0,5.0,4.0,4.0,1.0,1.0,3.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0
374,2.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,5.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,3.0
375,3.0,2.0,1.0,1.0,5.0,1.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,5.0,1.0,5.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,1.0,3.0,1.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,1.0,5.0,4.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,5.0,4.0,5.0,5.0,1.0,1.0,1.0,4.0,2.0,5.0,4.0,1.0
376,2.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,3.0,2.0,5.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,5.0,3.0,2.0,5.0,5.0,3.0,1.0,4.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,1.0,5.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,5.0,5.0,5.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,3.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,4.0,5.0,5.0
377,1.0,2.0,2.0,1.0,5.0,2.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,1.0,2.0,2.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,1.0,1.0,5.0,5.0,4.0,2.0,3.0,4.0,5.0,2.0,3.0,1.0,4.0,3.0,5.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,4.0,3.0,1.0,1.0,1.0,5.0,3.0,5.0,1.0,3.0
378,3.0,1.0,3.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,3.0,4.0,5.0,4.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0,3.0,5.0,2.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,5.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,1.0,5.0
379,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,5.0,4.0,3.0,4.0,4.0,1.0,3.0,5.0,1.0,1.0,5.0,3.0,4.0,4.0,5.0,1.0,3.0,4.0,5.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,5.0,1.0,5.0,5.0,2.0
380,3.0,2.0,5.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,2.0,1.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,5.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0
381,3.0,1.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,4.0,3.0,5.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,5.0,4.0,1.0,1.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,4.0,3.0,2.0,1.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0
382,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,5.0,2.0,2.0,4.0,3.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,3.0,2.0,4.0,1.0,5.0,3.0,1.0
383,5.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,1.0,5.0,5.0,3.0,2.0,1.0,4.0,1.0,3.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,3.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0
384,4.0,2.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,2.0,5.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,1.0,5.0,4.0,3.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,2.0,2.0,3.0,5.0,5.0,5.0,4.0,3.0
385,2.0,1.0,5.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,2.0,5.0,5.0,4.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0
386,4.0,2.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,5.0,3.0,2.0,3.0,1.0,4.0,5.0,3.0,3.0,2.0,5.0,5.0,3.0,5.0,3.0,2.0,4.0,2.0,5.0,4.0,1.0,1.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,5.0,3.0,2.0,1.0,2.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,1.0,3.0,5.0,5.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,4.0,4.0,5.0,4.0,1.0,1.0,2.0,1.0,5.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0
387,5.0,2.0,5.0,2.0,3.0,5.0,4.0,5.0,4.0,2.0,4.0,3.0,1.0,3.0,2.0,5.0,4.0,3.0,2.0,5.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,1.0,2.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,1.0,5.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,5.0,5.0,3.0,5.0,1.0,5.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,5.0
388,5.0,2.0,5.0,2.0,4.0,5.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,5.0,3.0,3.0,1.0,5.0,3.0,1.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,1.0,4.0,5.0,3.0,5.0,5.0,4.0,1.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,1.0,4.0,1.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0
389,3.0,2.0,1.0,3.0,1.0,5.0,4.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,4.0,5.0,3.0,2.0,1.0,1.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,1.0,5.0,3.0,1.0,5.0,5.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,4.0,1.0,3.0,4.0,5.0,3.0,5.0,1.0,4.0,5.0,5.0,3.0,4.0,2.0,1.0,4.0,2.0,5.0,4.0,4.0,2.0,1.0,5.0,2.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,5.0,5.0,4.0,5.0,1.0,3.0
390,1.0,2.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,3.0,5.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,5.0,3.0,4.0,5.0,1.0,3.0,5.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,5.0,5.0,3.0,4.0,2.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0
391,4.0,1.0,3.0,3.0,4.0,1.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,1.0,5.0,3.0,1.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,5.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,1.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0
392,3.0,2.0,5.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,1.0,3.0,4.0,3.0,5.0,1.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,2.0,5.0,4.0,5.0,1.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,4.0,3.0,2.0,5.0,3.0,5.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,4.0,5.0,5.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,4.0,4.0,2.0,1.0
393,2.0,2.0,5.0,2.0,2.0,2.0,5.0,1.0,3.0,1.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,2.0,5.0,2.0,3.0,3.0,4.0,5.0,2.0,4.0,4.0,1.0,1.0,2.0,5.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0
394,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,1.0,2.0,4.0,3.0,4.0,1.0,3.0,5.0,2.0,2.0,4.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,5.0,4.0,4.0,2.0,5.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,5.0,1.0,5.0,5.0,3.0,1.0,3.0,4.0,2.0,5.0,3.0,5.0
395,3.0,2.0,2.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,5.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,5.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0
396,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,5.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0
397,3.0,2.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,1.0,4.0,5.0,3.0,5.0,5.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,2.0,5.0,5.0,4.0,1.0,5.0,2.0,2.0,3.0,3.0,2.0,4.0,5.0,2.0,5.0,4.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0
398,5.0,2.0,1.0,5.0,1.0,2.0,5.0,1.0,3.0,5.0,1.0,5.0,3.0,5.0,4.0,5.0,2.0,5.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,4.0,5.0,5.0,3.0,5.0,3.0,2.0,5.0,1.0,5.0,1.0,4.0,5.0,2.0,4.0,4.0,1.0,3.0,5.0,5.0,1.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0,5.0,5.0,2.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,5.0,4.0,4.0,3.0,1.0,5.0
399,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0,4.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,5.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,5.0,2.0,5.0,2.0,1.0,3.0,4.0,5.0,2.0,5.0,1.0,3.0,1.0,4.0,2.0,5.0,1.0,4.0,1.0,2.0,5.0,5.0,2.0,2.0,5.0,4.0,5.0
400,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,5.0,1.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0
401,2.0,2.0,5.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,1.0,5.0,5.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0
402,1.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,1.0,3.0,1.0,5.0,1.0,5.0,2.0,3.0,3.0,4.0,5.0,1.0,5.0,5.0,4.0,3.0,1.0,3.0,5.0,1.0,4.0,3.0,3.0,5.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,5.0,5.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,1.0,4.0,3.0,4.0,4.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,5.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
